anime_id,title,year,description,anime_url,views,rating_average,rating_counts,rating_SHIKIMORI,rating_MAL,rating_WORLDART,rating_KINOPOISK,genres,min_age,season,anime_status,type,categoty_placement,global_placement
13,Академия ведьмочек: Колдовской парад,2015,"Продолжение истории о юных ведьмочках. На этот раз студенткам академии, Акко, Сюси и Лотте, за многочисленные провинности поручено организовать парад на ежегодном празднике города.
Только вот фестиваль необычный: он проводится людьми с целью унизить ведьмовской род за произошедшую по их вине когда-то давно трагедию. Ведьмочкам предстоит играть главные роли в параде-постановке ""охоты на ведьм"". Согласно традиции, ведьмы участвуют в нем каждый год, чтобы никто не забывал о произошедшем.",akademiya-vedmochek-koldovskoj-parad,45227,7.86363636354545,264,7.96010222916371,7.75,8.1,7.2,"Комедия, Приключения, Фэнтези, Ведьмы, Магия, Школьная жизнь",G (для всех возрастов),4,вышел,Короткометражный фильм,0,2254
14,Академия ведьмочек,2017,"История крутится вокруг девочки Акко, которой довелось в детстве увидеть магический концерт. С тех самых пор она мечтала стать ведьмой. Преследуя свою мечту, она решается поступить в школу ведьм – Академию Luna Nova.В новой обстановке Акко быстро заводит себе друзей и начинает новую школьную жизнь. Занятия включают в себя, как и простую и скучную историю магии, так и занимательные полеты на метлах. И все бы ничего, но Акко с её друзьями Лотте и Сьюзи вскоре попадают в неприятную ситуацию…",akademiya-ved-mochek-tv,107169,8.32222222127407,540,8.19956243162994,7.81,8,7.7,"Сэйнэн, Комедия, Приключения, Фэнтези, Ведьмы, Магия, Школьная жизнь",PG-13 (от 13 лет),1,вышел,Сериал,411,571
15,Необъятный океан 3,2026,,neobyatnyy-okean-3,154627,0,0,9.32520325203252,0,0,0,"Сэйнэн, Комедия, Романтика, Повседневность",PG-13 (от 13 лет),3,анонс,Сериал,843,1374
17,Акира,1988,"В 2019 году, 31 год спустя после Третьей Мировой Войны, власть Нового Токио, ведет постоянную войну с организацией сопротивления. В центре событий оказывается банда байкеров, целью которых является только беспредел на улицах. Главарь банды – Канэда, вместе со своими напарниками попадают в самую гущу войны, когда его друг Тэцуо, случайно становится объектом правительственных экспериментов. Он становится носителем энергии Акира и уходит из банды. Но вскоре все понимают, что его новая сила способна разрушить Новый Токио.",akira,134251,7.86370839852931,1262,7.84615384615385,8.16,8,7.9,"Сэйнэн, Мистика, Приключения, Ужасы, Фантастика, Экшен, Суперспособности, Антиутопия, Военная тематика, Киберпанк, Постапокалиптика, Сверхъестественное, Мотоциклы",R+ (есть сцены легкой эротики),3,вышел,Полнометражный фильм,505,2569
18,АККА: Инспекция по 13 округам,2017,"Королевство Дова, поделённое на 13 районов, в этом году празднует 99-ый день рождения своего короля. Эти районы контролируются множеством небольших агентств, которые в свою очередь курирует крупнейшая организация «ACCA». Чтобы контролировать всё королевство, «ACCA» необходимо обрабатывать огромный поток информации. Её сбором занимаются агенты специально созданной инспекции. Жан Отис служит помощником главы этой инспекции и работает в штабе столицы. Порой Жану приходится покинуть тихую и безопасную штаб-квартиру, чтобы лично проверить работу инспекторов и ситуацию в районах.",akka-inspekciya-po-13-okrugam,79432,8.07371007352335,407,8.00703087118151,7.67,7.8,7.4,"Сэйнэн, Детектив, Драма, Приключения, Фэнтези, Полицейские",R-17+ (насилие и/или нецензурная лексика),1,вышел,Сериал,620,942
19,АККА: Инспекция по 13 округам – Спешлы,2017,"Дополнительные мини-эпизоды сериала «АККА: Инспекция по 13 округам». Каждая серия посвящена отдельным героям, чуть больше раскрывая особенности их характеров, взглядов, личных проблем или увлечений.",akka-inspekciya-po-13-okrugam-specvypuski,30969,6.6875,64,7.22337125129266,6.8,7.8,0,"Сэйнэн, Повседневность",PG-13 (от 13 лет),2,вышел,Спешл,0,8218
20,АККА: Инспекция по 13 округам OVA,2020,"Действие происходит в столице Бадона через год после событий основного сериала и показывает, как Джин и остальные сотрудники отдела АККА готовятся к годовщине установления нового порядка. Для героев, оказавшихся между слухами о беспорядках, неизменными днями, воспоминаниями и новыми начинаниями — время вновь начинает двигаться вперёд.",akka-inspekciya-po-13-okrugam-ova,26122,7.3152173906413,92,7.45521292217328,7.14,7.1,0,"Сэйнэн, Детектив, Драма, Мистика, Фэнтези, Полицейские",PG-13 (от 13 лет),1,вышел,OVA,0,6839
23,Акудама Драйв,2020,"Некогда в Японии разразилась гражданская война, в которой насмерть столкнулись два «столичных» региона: Канто, в котором находится Токио, и Кансай, где расположен Киото. В той давней войне Кансай проиграл и, сдав позиции, стал подчиняться Канто. Вот только мятежную душу так просто не усмирить, и с течением времени Кансай стал постепенно выходить из-под контроля государства и полиции Канто. А главные виновники этого опасного неподчинения — преступники, известные как Акудама.",akudama-drajv,182971,7.92377495425046,1653,7.48573677699891,7.57,7.3,7.7,"Преступный мир, Убийцы, Приключения, Триллер, Фантастика, Экшен, Антиутопия, Киберпанк",R-17+ (насилие и/или нецензурная лексика),4,вышел,Сериал,783,1250
24,Акватоп белого песка,2021,"Кукуру Мисакино, 18-летняя школьница, работающая в аквариуме, встречает Фуку Миядзаву, бывшую айдолу, потерявшую своё место в Токио и сбежавшую. Фуука будет проводить дни в аквариуме с собственными мыслями. Однако, для аквариума приближается «кризис закрытия», поскольку девочки исследуют там: свои мечты и реальность, одиночество и друзей, узы и конфликты…",akvatop-belogo-peska,43917,7.1340206182268,97,7.48266373142543,7.54,7.1,6.7,"Драма, Повседневность",PG-13 (от 13 лет),3,вышел,Сериал,3070,7929
25,Альдноа.Зеро,2014,"В 1972 году экипаж «Аполлона-17» обнаружил на Луне Гиперврата — портал для телепортации на Марс. Там земляне нашли наследие древней цивилизации — технологию «Альдноа». Её сила вскружила головы первым колонистам, и они провозгласили себя новой высшей расой, создав империю Верс. Землян же объявили варварами, недостойными этой мощи. Нарастив военную мощь, марсиане напали на Землю. В 1999 году в ходе войны Гиперврата и сама Луна были уничтожены, а её осколки обрушились на планету, положив конец конфликту. Империя Верс переселилась на орбитальные станции среди обломков.

Спустя пятнадцать лет после «Крушения Небес» принцесса Верс с миссией доброй воли отправляется на Землю, не подозревая, что покушение на неё станет искрой для новой войны.",aldnoa-zero,134198,8.02903225783549,620,7.79433509361498,7.39,7.9,7.3,"Сэйнэн, Меха, Пилотируемые роботы, Приключения, Фантастика, Альтернативная реальность, Экшен, Война, Военная тематика",R-17+ (насилие и/или нецензурная лексика),3,вышел,Сериал,645,986
26,Альдноа.Зеро 2,2015,"Кто бы мог подумать, что победа в битве при замке графа Зацбаума обернётся такой ценой — множеством жизней с обеих сторон. Всё ради низменных амбиций, эгоизма и ложных истин. Спустя полтора года после атаки на штаб Земного Альянса война вспыхнула с новой силой. Ничего не изменилось. Слейн Троярд, став рыцарем, обрёл положение в империи Верс. Судьбы Ассейлам и Инахо неизвестны. А граф Зацбаум, не усвоив урок, строит новые козни, веря, что проиграл лишь битву. Теперь, растратив все козыри, империя Верс, подобно шулеру, достаёт из рукава новую «карту» — преемницу, чьи масть и цели так же туманны, как и у пропавшей принцессы, желавшей мира.

",aldnoa-zero-tv-2,76690,7.79481641431533,463,7.59932706173179,6.92,7.2,7.3,"Сэйнэн, Меха, Пилотируемые роботы, Приключения, Фантастика, Космос, Экшен, Альтернативная история, Война",R-17+ (насилие и/или нецензурная лексика),1,вышел,Сериал,2075,4621
28,Александр Завоеватель,1999,"""Он станет разрушителем Мира"" так было предначертано судьбой сыну Филиппа II, Александру. Унаследовав престол от своего отца, он становится царём Македонии и начинает путь великого завоевателя. Однако, в противостоянии со своим заклятым врагом, персидским царём Дарием III, он становится настоящим дьяволом, уничтожающим всё на своём пути... даже самого себя. Судьбоносное пророчество начинает сбываться...",aleksandr-zavoevatel,35601,5.828571428,35,6.36,6,7.4,6,"Приключения, Фантастика, Фэнтези, Экшен, Исторический, Сверхъестественное",R+ (есть сцены легкой эротики),3,вышел,Сериал,3159,8195
29,Алкоголь для супружеской пары,2017,"Чисато Мизусава — сдержанный и прекрасный шеф в своей компании. Однако у неё есть секрет, о котором знает только её муж Сора. Она обожает выпить и становится очень миленькой, когда пьяна! Вот и сегодня вечером Чисато расслабляется после работы, выпивая коктейли, что для неё приготовил муж.",alkogol-dlya-supruzheskoj-pary,87938,7.40380549657505,473,7.13185945519147,6.96,6.8,6.3,"Сэйнэн, Комедия, Романтика, Повседневность",PG-13 (от 13 лет),4,вышел,Малометражный сериал,0,9159
31,Алый Нексус,2021,"За две тысячи лет до 2020 года человечество было на грани гибели из-за вторжения Иных. Угрозу удалось остановить, но планету окутала аномалия, получившая название «Пояс вымирания». За прошедшие годы наука продвинулась далеко вперёд, а главным открытием человечества стало обнаружение особого псионического гормона, наделяющего людей экстрасенсорными способностями. Однако жизнь людей вовсе не стала беззаботной. Стоило только обществу шагнуть в новую эпоху, как с «Пояса вымирания» начали сходить на Землю утратившие рассудок мутанты, охотящиеся за мозгом людей, — Иные. Даже мощнейшее оружие не могло причинить вреда чудовищам, поэтому был создан Отряд подавления Иных, регулируемый на государственном уровне. Чтобы защитить человечество, детей с сильными псионическими способностями с детства воспитывают и тренируют как будущих солдат. Выпускники академии Юито и Касанэ приступают к службе в регулярном отряде. К чему приведёт их этот путь?",alyj-neksus,88047,6.33201580994466,253,6.12130325814536,5.76,5.2,6,"Приключения, Фантастика, Фэнтези, Альтернативная реальность, Экшен, Суперспособности, Военная тематика",PG-13 (от 13 лет),3,вышел,Сериал,3921,9905
